5.000000000000000000e+00,8.801608299392679413e+00
5.114134928623259135e+00,8.613661171756238133e+00
5.217436255747440299e+00,8.438724387741029176e+00
5.307220432068377569e+00,8.233705553257838261e+00
5.483042750603795312e+00,8.804355432981427754e+00
5.563304098087582084e+00,8.538482624460907999e+00
5.668287298876754754e+00,8.485345315254301468e+00
5.812528885699657977e+00,8.616269041546033236e+00
5.877732751510984954e+00,8.400707173559888830e+00
5.957606446863762173e+00,8.278707898797495801e+00
6.138564438460373474e+00,8.485408989749302577e+00
6.176560207826290672e+00,8.250300760987670401e+00
6.205623044550792500e+00,8.028282570273360008e+00
6.351112767121839475e+00,8.104740005743387599e+00
6.603238901318883691e+00,8.387601610743008251e+00
6.569457292019553307e+00,8.062284747102802740e+00
6.658236569142784944e+00,7.998356284888101797e+00
6.651588934617763016e+00,7.775655884921598648e+00
6.777174013940172159e+00,7.782867136668561336e+00
6.900615528437679558e+00,7.778705630023289075e+00
7.014304422361218982e+00,7.754123444901590112e+00
7.092242891661561188e+00,7.678917237825098496e+00
7.289628742976891118e+00,7.748195792164381146e+00
7.208846031018213196e+00,7.487180085720700262e+00
7.366903090387621589e+00,7.501435248892372343e+00
7.220665458356348765e+00,7.203205567806065801e+00
7.683088270570767264e+00,7.498942394359081831e+00
7.784903541910040303e+00,7.434204651446401968e+00
7.751958040180975118e+00,7.256202466125369455e+00
7.762204265269225800e+00,7.122402079691453558e+00
7.967144498589815882e+00,7.134359665701211384e+00
8.141312052958438628e+00,7.112434119856197334e+00
7.874634142489361111e+00,6.803992476092359354e+00
8.181725107043584799e+00,6.859362339247768503e+00
8.045314896664105930e+00,6.652952376180039096e+00
8.073339681013788294e+00,6.544614476957422156e+00
7.945258152397768114e+00,6.365542391381778131e+00
8.448602306256891126e+00,6.468487512982026288e+00
8.361968216249966446e+00,6.307822269913547331e+00
8.097026098115939874e+00,6.093505799696174563e+00
8.610130982605122441e+00,6.147850073559997242e+00
8.305575458063966465e+00,5.937199984979199208e+00
8.746411713751291117e+00,5.935481492298695372e+00
8.260740283889882463e+00,5.705655604833918204e+00
8.607782542514671675e+00,5.662282836837626121e+00
8.364487813392210924e+00,5.508408385567034493e+00
8.523340673398298151e+00,5.419130065905654270e+00
8.830812505328562878e+00,5.333459965873945663e+00
8.585727060900907759e+00,5.198328147102395214e+00
8.657664452177495917e+00,5.086630955731910930e+00
8.436791699986388338e+00,4.972871296976393296e+00
8.213391302636454228e+00,4.873110409533478737e+00
8.329573817936246627e+00,4.763064889002558644e+00
8.477752861120006145e+00,4.641873077088804145e+00
8.774552414299616743e+00,4.490435796951489422e+00
8.588820730423815775e+00,4.399599160160166278e+00
8.120865328835503050e+00,4.376019524936017646e+00
8.036203750604066443e+00,4.292582996900431880e+00
8.146670613520145210e+00,4.161287485630856153e+00
8.179239267613768405e+00,4.044145800753343956e+00
8.273229662929573180e+00,3.902078643208682251e+00
8.270891412555162248e+00,3.786700288458626940e+00
7.891546014347887272e+00,3.822288821354120181e+00
8.191177937647470486e+00,3.581207748356281861e+00
8.191031188588530298e+00,3.458845139894685339e+00
8.014078007281998595e+00,3.425085843783268302e+00
8.160744375962817543e+00,3.219231204571219696e+00
