7.177663558200555904e+00,1.483774804085345167e+01
7.113804134329187789e+00,1.512546406577770242e+01
6.964527772292903762e+00,1.501813822369169849e+01
6.955275463807907954e+00,1.531027804142378201e+01
7.263891449448642845e+00,1.493529896769199006e+01
6.815686326392262018e+00,1.471279927083305417e+01
6.975708113763912976e+00,1.507974842829249162e+01
6.959159636754165490e+00,1.480248238706816366e+01
7.032241480989396720e+00,1.515443793273496631e+01
6.894771845228275353e+00,1.470468967993356202e+01
6.829663458254152886e+00,1.529450376224181163e+01
7.218368468857481624e+00,1.471408607049371220e+01
7.181246483267554659e+00,1.519581549097365780e+01
6.823782437590719674e+00,1.525459373538698316e+01
6.834222088614156476e+00,1.491584386092019265e+01
7.201897570223593448e+00,1.515324601294969575e+01
6.816805960304509249e+00,1.489762359896281119e+01
6.998178141056209611e+00,1.512105453000818933e+01
7.335604391303770733e+00,1.505741429580286095e+01
6.781191634971825977e+00,1.472295319125380608e+01
7.036427687180401236e+00,1.489305268589415832e+01
7.017634033599941645e+00,1.512482360432193751e+01
6.830312660310350559e+00,1.506912599682091702e+01
6.954067663531554366e+00,1.498846254645657794e+01
7.043424597576159130e+00,1.489570015278005322e+01
6.926909235747321425e+00,1.492628332838633298e+01
6.950175904612967415e+00,1.497554118547421531e+01
6.968670425962178783e+00,1.508600546843505619e+01
7.063368154686431311e+00,1.485827043825934624e+01
6.703312513440934595e+00,1.515328645808231123e+01
6.949788950020518108e+00,1.519625704323407334e+01
7.019460273751559676e+00,1.493310539595596431e+01
7.048432630648499675e+00,1.519313316508865519e+01
6.741437623830868198e+00,1.487534172408948230e+01
7.046900061399039572e+00,1.480693129711148615e+01
6.825936566666689131e+00,1.506030127583415634e+01
6.638429425815108864e+00,1.493718682848952284e+01
7.238178680092498318e+00,1.524095916419806152e+01
6.749372890961512717e+00,1.500132620444964537e+01
6.882041305326461078e+00,1.498778924880101471e+01
6.894760499675458121e+00,1.510233575877502865e+01
7.102788805214968804e+00,1.501744591301335774e+01
7.098936680534311705e+00,1.480439979750511093e+01
7.047909547284437970e+00,1.506944463332884965e+01
6.991698064219407094e+00,1.500070472862113391e+01
6.836906785049675861e+00,1.458234645128381146e+01
7.148844471536024869e+00,1.527335206997169337e+01
6.829021312845153346e+00,1.482351774730122251e+01
6.914830530512816154e+00,1.503038392062634898e+01
7.088720927556567020e+00,1.474497004902992003e+01
4.156488381324182413e+00,1.557198170126858017e+01
4.044634688057078264e+00,1.567074747777495425e+01
3.906878712973037349e+00,1.563023078139103283e+01
4.270625414962612609e+00,1.560705185320404098e+01
4.333141077783069228e+00,1.554595779746831496e+01
3.968831437077921631e+00,1.551962562858175509e+01
3.947329785678674874e+00,1.549449201045889701e+01
4.167733618911138471e+00,1.569626077109966822e+01
4.198572822622568701e+00,1.549048040980650320e+01
4.021142950145966566e+00,1.526242352409573577e+01
4.061621323498933123e+00,1.573869661798395292e+01
3.844837982457823156e+00,1.555512651454911932e+01
3.921592649621155946e+00,1.527699194845646780e+01
3.802110186494068955e+00,1.545338585229601946e+01
3.903918183604358827e+00,1.573546943041557356e+01
3.891802716824178887e+00,1.553046355083230701e+01
3.971033346846585488e+00,1.565735070631499326e+01
4.066880106245708504e+00,1.556472068017020582e+01
4.088259256282638532e+00,1.556438038196603735e+01
3.764204972149280515e+00,1.567691793996094773e+01
3.900868366251718733e+00,1.565808133648797629e+01
4.024631195524582594e+00,1.538817708234899584e+01
3.854677389025946699e+00,1.550810006836268151e+01
4.397266252007848486e+00,1.513830732988730432e+01
3.949936650530637916e+00,1.534563997017162151e+01
3.884452787116443595e+00,1.539571177264630286e+01
3.789516660598654774e+00,1.565464374318749563e+01
3.775358825808970753e+00,1.568538265059030046e+01
3.995421689704796719e+00,1.550576371041362123e+01
4.161661362569851086e+00,1.558156493084707961e+01
3.675945584534273003e+00,1.550799006694912663e+01
3.721938589022183663e+00,1.545394760028136893e+01
4.091121858599019667e+00,1.559981433914466642e+01
4.140502580920952802e+00,1.506042049954071693e+01
3.945119188290521439e+00,1.549295694256703726e+01
4.319761357121993051e+00,1.546418179474442489e+01
4.370933603635885234e+00,1.557355846400187716e+01
3.732166931706428770e+00,1.546028253046274159e+01
4.317189822196744409e+00,1.569899699944156701e+01
4.073369553565513890e+00,1.575881211554524519e+01
4.064743917378360827e+00,1.581748032664944681e+01
4.184961867607072783e+00,1.565166610115360868e+01
4.073311561007540327e+00,1.562545320458253784e+01
4.181045363676059168e+00,1.517982419680531336e+01
4.176491050184276688e+00,1.560504103049970404e+01
3.968889311473547732e+00,1.582623592928806033e+01
4.206812271294594119e+00,1.533475200976090669e+01
3.991992778412220222e+00,1.568055566123386413e+01
3.936424216316801061e+00,1.563905659383816449e+01
3.994675707347774996e+00,1.541050427824633573e+01
5.408635698573472261e+00,1.324715307734389569e+01
5.575893748074908451e+00,1.375402274106218137e+01
6.887101874648602795e+00,1.202133890103491787e+01
6.661237802080086645e+00,1.157837675169277247e+01
8.320088977093194060e+00,1.246086148278778438e+01
5.575004979464257104e+00,1.694675762027791421e+01
5.682130038149765028e+00,1.706397895791112163e+01
5.771108771769057455e+00,1.703035969041674491e+01
5.652441611630718121e+00,1.699362619357532367e+01
5.785965698782253419e+00,1.698309706267855645e+01
3.333733956428328593e+00,1.374059386799866367e+01
3.521112207399675231e+00,1.255891126485269282e+01
